UA,PD_ciclo1,MPD_ciclo1,MNTD_ciclo1,PD_ciclo2,MPD_ciclo2,MNTD_ciclo2,PD_delta,MPD_delta,MNTD_delta
398,2634.035260996,238.38249603338488,88.85358702845714,2932.4648209960005,239.45471734595384,89.3860040749,298.4295600000005,1.0722213125689564,0.532417046442859
4,3929.757076896,243.6877682340633,85.79811966530909,4099.395830396,243.48836609852012,84.3276601117288,169.6387534999999,-0.1994021355431812,-1.4704595535802838
40,3749.085755999,242.36462689754103,115.3435567175652,3766.401193999001,242.14562469893875,102.16946061234694,17.315438000000995,-0.21900219860228276,-13.174096105218268
403,2117.25858,236.13968448,102.34483426923076,2012.312084,235.3829298586957,110.04350995833332,-104.94649600000025,-0.7567546213043101,7.698675689102558
405,1907.623873,273.3295125620915,140.30821088888888,2596.245553,266.7783878968254,116.17902746428572,688.6216800000002,-6.551124665266116,-24.129183424603156
409,3598.5576060000003,257.0186244111498,127.46431354761904,3743.276874,272.941236384778,119.90127625,144.71926799999983,15.922611973628193,-7.563037297619047
41,3599.362152999,272.3420245475635,151.5291531945,3788.851386999,269.4100953629717,148.2115846410769,189.48923400000012,-2.9319291845918087,-3.3175685534230865
413,2609.8721695000004,239.6919852365592,103.83611148387098,2691.9885285,237.03136361140815,96.44329088235294,82.11635899999965,-2.6606216251510375,-7.392820601518039
415,2897.900228,264.75561054654656,99.98076143243244,2934.906324,260.990483974359,94.332509125,37.00609600000007,-3.765126572187569,-5.648252307432443
419,4031.5987215,274.7616604619608,111.36596943137256,4149.2762205,302.7976797144586,88.07129624137932,117.6774989999999,28.036019252497795,-23.294673189993247
421,4401.356609503,296.43563863669675,91.90442777203508,4487.269745503,295.3964799020998,93.28239060355172,85.91313600000012,-1.0391587345969242,1.3779628315166406
423,3337.945105005,284.17520250530066,62.4688398300851,3568.641768005,279.47692195573734,61.19273178207273,230.69666299999972,-4.6982805495633215,-1.2761080480123752
424,4055.634223009,304.11703599407844,95.4462046082549,3957.227736009,306.8339899799592,93.3496942657347,-98.40648699999974,2.716953985880764,-2.0965103425202045
425,4118.579698506,312.0080968059525,96.85585518557409,4395.066377509,311.71551268786936,104.79006027316365,276.48667900300006,-0.2925841180831412,7.934205087589561
427,4833.659696003,322.1623037560322,115.49993230015,4797.385580003,318.73713779808725,108.23486809691936,-36.274116000000504,-3.425165957944955,-7.2650642032306365
428,4082.048512402,279.1941033103312,80.11613493946429,4104.984032902,279.1915550116299,82.62523888578572,22.93552049999971,-0.0025482987012992453,2.5091039463214315
429,4866.425184003,301.29897854694406,98.01588736377272,5219.942211003,300.9218405218261,103.49547527549277,353.51702699999987,-0.3771380251179721,5.479587911720046
430,2877.824193825,350.5843214573504,125.32983375218518,3203.483103725,358.10514825685385,109.50733717967648,325.65890990000025,7.520826799503425,-15.822496572508697
435,2361.924179996,238.60483577748147,118.7605278885926,2798.504553996,240.93490258241127,123.531762281,436.5803740000001,2.3300668049297997,4.771234392407393
438,3059.271370996,239.5553718006429,103.64900568410526,3043.581684996,240.4150742113385,89.7103995999,-15.68968599999971,0.8597024106956042,-13.938606084205261
442,3539.57726,257.7254009038461,123.972970975,3703.446458996,258.6977921149856,116.8506360696744,163.8691989959998,0.9723912111394952,-7.1223349053256015
450,3410.6185060000003,259.2594301711712,140.59641724324325,2977.009096,258.99893321590906,129.66383203030304,-433.60941,-0.2604969552621128,-10.93258521294021
456,2479.942151,241.93574315763547,96.63795672413794,2517.403835,241.83738856157635,102.51210524137932,37.46168399999988,-0.09835459605912433,5.87414851724138
460,3747.650461003,329.4520715199372,92.49195908715215,4076.391101003,318.7699029345045,95.98176971171154,328.74064,-10.682168585432692,3.4898106245593823
464,4181.460403506,282.5055215089347,103.56620281166038,4428.294203506,279.61951147147124,98.37891584513793,246.83379999999943,-2.88601003746345,-5.18728696652245
465,4335.835139006,256.70488224084585,96.26873511149206,4320.807452506,255.4994547174494,96.81971817225,-15.027686499999618,-1.2054275233964518,0.5509830607579431
468,4457.506247503,290.5496407559513,110.95977244653572,4211.172162003,295.8988686244314,114.18910313737256,-246.33408549999967,5.349227868480057,3.229330690836832
47,3905.586294899,243.49575363644087,87.03735821483333,4159.989958399,261.98289726412014,90.95494745716071,254.40366349999977,18.487143627679274,3.917589242327381
